City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Leh,IN,34.1667,77.5833,33.67,45,85,4.16,overcast clouds
350,Deputatskiy,RU,69.3,139.9,14.45,82,58,4.16,broken clouds
351,Harper,LR,4.375,-7.7169,80.28,82,100,6.04,light rain
352,Adrian,US,41.8975,-84.0372,46.0,70,75,6.31,broken clouds
353,Raahe,FI,64.6833,24.4833,36.0,75,0,5.75,clear sky
354,Katsuura,JP,35.1333,140.3,71.01,28,20,10.36,few clouds
355,Onguday,RU,50.75,86.15,51.64,58,100,11.07,overcast clouds
356,Saint-Philippe,RE,-21.3585,55.7679,77.0,83,90,14.97,light rain
357,Ubinskoye,RU,55.3068,79.6802,20.25,46,77,15.26,broken clouds
358,Tuatapere,NZ,-46.1333,167.6833,60.01,78,88,5.99,overcast clouds
359,Porto Velho,BR,-8.7619,-63.9039,75.2,94,40,2.01,light rain
360,Scottsbluff,US,41.8666,-103.6672,46.0,65,1,17.27,clear sky
361,Weligama,LK,5.9667,80.4167,86.0,65,49,8.63,scattered clouds
362,Ust-Uda,RU,54.1742,103.0304,45.72,41,93,15.66,overcast clouds
363,Synya,RU,65.3718,58.0387,23.81,75,94,5.3,overcast clouds
364,Saint-Pierre,RE,-21.3393,55.4781,77.0,83,90,14.97,overcast clouds
365,Bilibino,RU,68.0546,166.4372,25.57,85,86,18.57,overcast clouds
366,Lompoc,US,34.6391,-120.4579,51.8,87,0,5.75,clear sky
367,Alugan,PH,12.2188,125.4808,74.68,91,100,27.54,moderate rain
368,Vrangel,RU,42.7297,133.0839,47.32,58,0,14.12,clear sky
369,Campina Verde,BR,-19.5356,-49.4864,66.61,79,28,3.74,scattered clouds
370,Klaksvik,FO,62.2266,-6.589,41.0,87,100,2.3,overcast clouds
371,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,70,90,4.61,overcast clouds
372,Nouadhibou,MR,20.931,-17.0347,63.79,89,0,19.26,clear sky
373,Fortuna,US,40.5982,-124.1573,48.99,100,90,4.61,overcast clouds
374,Gander,CA,48.9682,-54.5906,35.6,100,90,16.11,light intensity drizzle
375,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,88,20,5.75,few clouds
376,Show Low,US,34.2542,-110.0298,42.01,60,1,11.5,clear sky
377,Richards Bay,ZA,-28.783,32.0377,62.37,80,0,10.83,clear sky
378,Olafsvik,IS,64.8945,-23.7142,33.66,80,100,12.59,snow
379,Nukus,UZ,42.4531,59.6103,68.0,26,20,4.61,few clouds
380,Saint-Georges,GD,12.0564,-61.7485,78.62,72,61,16.4,broken clouds
381,Chumikan,RU,54.7183,135.315,32.18,89,100,11.18,overcast clouds
382,Karibib,NA,-21.9333,15.8333,62.33,64,28,10.2,scattered clouds
383,Awbari,LY,26.5921,12.7805,64.13,26,6,15.55,clear sky
384,Mahon,ES,39.8885,4.2658,53.6,82,0,6.91,clear sky
385,Kieta,PG,-6.2167,155.6333,85.66,78,62,6.76,moderate rain
386,Ilhabela,BR,-23.7781,-45.3581,70.77,88,75,7.38,broken clouds
387,Rozhyshche,UA,50.9154,25.2691,43.0,88,100,3.0,overcast clouds
388,Nizhniy Odes,RU,63.6445,54.856,27.82,57,31,4.03,scattered clouds
389,Roald,NO,62.5833,6.1333,42.01,87,0,4.61,clear sky
390,Awjilah,LY,29.1081,21.2869,71.11,45,97,23.53,overcast clouds
391,Ngunguru,NZ,-35.6167,174.5,66.0,69,73,4.0,broken clouds
392,Baykit,RU,61.67,96.37,30.54,91,100,8.9,snow
393,Cap Malheureux,MU,-19.9842,57.6142,82.99,75,69,7.0,broken clouds
394,Okhotsk,RU,59.3833,143.3,33.15,99,100,8.86,overcast clouds
395,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.01,92,0,1.01,clear sky
396,Xining,CN,36.6167,101.7667,49.05,48,100,4.79,overcast clouds
397,Zahesi,GE,41.8246,44.7536,60.8,72,0,17.27,clear sky
398,Hobyo,SO,5.3505,48.5268,84.54,67,15,7.18,few clouds
399,Xuddur,SO,4.1213,43.8894,78.53,69,3,11.59,light rain
400,Irece,BR,-11.3042,-41.8558,69.46,83,98,4.61,overcast clouds
401,Serta,PT,39.8085,-8.0988,55.99,92,100,0.54,overcast clouds
402,Bud,US,39.447,-86.1758,46.99,82,87,4.81,overcast clouds
403,Kaeo,NZ,-35.1,173.7833,66.0,69,81,4.0,broken clouds
404,Marataizes,BR,-21.0433,-40.8244,71.55,86,30,5.46,scattered clouds
405,Albion,US,42.2431,-84.753,46.4,57,90,7.27,overcast clouds
406,Aksay,RU,47.26,39.87,50.0,93,40,11.18,scattered clouds
407,Lorengau,PG,-2.0226,147.2712,84.4,69,98,9.46,overcast clouds
408,Felanitx,ES,39.4696,3.1483,48.0,93,20,3.44,few clouds
409,Tadine,NC,-21.55,167.8833,80.01,74,42,8.23,scattered clouds
410,Puerto Princesa,PH,9.7392,118.7353,91.4,52,40,9.22,scattered clouds
411,Rajka,HU,47.9964,17.1982,44.01,93,75,5.75,broken clouds
412,Lakatoro,VU,-16.0999,167.4164,83.59,73,71,5.23,broken clouds
413,Old Saybrook,US,41.2918,-72.3762,50.0,66,75,3.44,broken clouds
414,San Isidro,PE,-12.1167,-77.05,68.0,82,0,8.05,clear sky
415,Yarkovo,RU,57.4028,67.0786,26.65,39,64,8.84,broken clouds
416,Novoagansk,RU,61.9449,76.6625,4.59,78,82,14.61,broken clouds
417,Souillac,MU,-20.5167,57.5167,78.8,89,75,10.36,broken clouds
418,Kochubey,RU,44.3861,46.5825,58.59,59,100,2.98,overcast clouds
419,Taoudenni,ML,22.6783,-3.9836,75.81,13,2,14.25,clear sky
420,Luba,GQ,3.4568,8.5547,75.2,88,20,1.14,few clouds
421,Ahuimanu,US,21.4447,-157.8378,78.8,69,20,9.22,few clouds
422,Pryozerne,UA,45.2698,36.3303,52.25,87,99,2.06,overcast clouds
423,Erzin,TR,36.9559,36.2,72.0,60,100,8.99,overcast clouds
424,Pontypridd,GB,51.6021,-3.3421,39.2,81,76,4.61,broken clouds
425,Ossining,US,41.1629,-73.8615,48.0,76,1,4.61,clear sky
426,Buala,SB,-8.145,159.5921,84.36,72,88,4.36,light rain
427,Hualmay,PE,-11.0964,-77.6139,67.03,87,71,6.53,broken clouds
428,Talnakh,RU,69.4865,88.3972,3.78,85,53,5.5,broken clouds
429,Peniche,PT,39.3558,-9.3811,55.0,91,71,6.15,broken clouds
430,Hamilton,US,39.1834,-84.5333,50.0,81,75,2.08,broken clouds
431,Qaqortoq,GL,60.7167,-46.0333,28.4,34,90,9.22,overcast clouds
432,Port Hardy,CA,50.6996,-127.4199,51.8,76,20,3.44,few clouds
433,La Asuncion,VE,11.0333,-63.8628,77.14,82,100,18.16,overcast clouds
434,West Wendover,US,40.7391,-114.0733,53.6,26,1,5.75,clear sky
435,Havelock,US,34.8791,-76.9013,59.0,88,1,3.76,clear sky
436,Leningradskiy,RU,69.3833,178.4167,29.66,75,63,15.86,broken clouds
437,Khasan,RU,42.4308,130.6434,56.19,46,0,7.02,clear sky
438,Akoupe,CI,6.39,-3.9003,73.56,97,100,3.8,overcast clouds
439,Liverpool,GB,53.4106,-2.9779,42.01,93,72,7.47,broken clouds
440,Alice Springs,AU,-23.7,133.8833,73.99,15,0,8.05,clear sky
441,Mehamn,NO,71.0357,27.8492,37.4,70,0,19.57,clear sky
442,Namibe,AO,-15.1961,12.1522,81.1,66,12,5.28,few clouds
443,Simao,CN,22.7886,100.9748,84.47,23,0,6.87,clear sky
444,Anadyr,RU,64.75,177.4833,24.8,80,40,4.47,scattered clouds
445,Ereymentau,KZ,51.6199,73.1033,28.71,40,57,14.34,broken clouds
446,Campo Maior,BR,-4.8278,-42.1686,72.05,98,100,3.74,light rain
447,Hirara,JP,24.8,125.2833,75.2,60,40,18.41,scattered clouds
448,Lavrentiya,RU,65.5833,-171.0,29.82,88,85,5.84,overcast clouds
449,Pleshanovo,RU,52.8333,53.4833,41.97,52,99,20.76,overcast clouds
450,Antalaha,MG,-14.9003,50.2788,77.22,88,72,13.02,light rain
451,Noumea,NC,-22.2763,166.4572,84.2,70,90,5.75,overcast clouds
452,Lahad Datu,MY,5.0268,118.327,83.73,69,100,5.79,overcast clouds
453,Cockburn Town,TC,21.4612,-71.1419,78.28,88,32,18.57,scattered clouds
454,Nador,MA,35.174,-2.9287,57.2,94,20,4.72,few clouds
455,Puerto Lopez,CO,4.0845,-72.956,74.5,85,100,2.55,overcast clouds
456,Cervo,ES,43.6702,-7.4101,48.0,95,100,1.01,overcast clouds
457,Lesnoy,RU,57.6198,63.0784,30.79,37,17,7.76,few clouds
458,Bath,GB,51.3779,-2.3591,39.0,76,19,1.01,few clouds
459,Darlawn,IN,24.0167,92.9,75.2,78,75,10.36,mist
460,Jega,NG,12.2175,4.3792,83.25,48,56,7.94,broken clouds
461,Boende,CD,-0.2167,20.8667,71.69,99,100,1.32,overcast clouds
462,Gijon,ES,43.5357,-5.6615,53.01,84,100,3.15,overcast clouds
463,Katherine,AU,-14.4667,132.2667,91.4,27,0,10.36,clear sky
464,Yola,NG,9.2,12.4833,80.83,62,99,4.5,overcast clouds
465,Acapulco,MX,16.8634,-99.8901,75.52,64,5,6.87,clear sky
466,Cururupu,BR,-1.8283,-44.8683,74.08,97,100,2.53,overcast clouds
467,Wajir,KE,1.7471,40.0573,73.4,94,75,12.24,broken clouds
468,Hervey Bay,AU,-25.2986,152.8535,78.01,53,0,5.01,clear sky
469,Dakar,SN,14.6937,-17.4441,68.0,83,100,23.02,overcast clouds
470,Vostok,RU,46.4856,135.8833,46.35,56,98,12.64,overcast clouds
471,Krasnoye,UA,49.9145,24.6134,44.6,87,75,2.24,broken clouds
472,Midland,US,31.9974,-102.0779,51.8,46,1,6.82,clear sky
473,Phalaborwa,ZA,-23.943,31.1411,55.4,76,0,1.14,clear sky
474,Saint-Augustin,CA,51.226,-58.6502,37.98,92,100,20.8,overcast clouds
475,Urucara,BR,-2.5364,-57.76,71.49,99,100,2.42,overcast clouds
476,Providencia,MX,28.7167,-111.5833,70.0,24,0,3.0,clear sky
477,Ambilobe,MG,-13.2,49.05,79.63,73,10,3.36,clear sky
478,Sinnamary,GF,5.3833,-52.95,76.17,86,64,8.32,broken clouds
479,Charters Towers,AU,-20.1,146.2667,82.06,49,52,14.14,broken clouds
480,Najran,SA,17.4924,44.1277,71.6,21,0,7.4,clear sky
481,Barra Do Garcas,BR,-15.89,-52.2567,71.17,82,6,2.8,clear sky
482,Ercis,TR,39.0287,43.3586,55.4,67,75,2.3,broken clouds
483,Kattivakkam,IN,13.2167,80.3167,89.6,66,20,5.75,few clouds
484,Aklavik,CA,68.2191,-135.0107,48.2,49,68,4.61,broken clouds
485,Camacha,PT,33.0833,-16.3333,60.8,77,20,9.22,few clouds
486,Wattegama,LK,6.7989,81.4808,87.8,74,20,9.22,few clouds
487,Mayya,RU,61.7333,130.2811,23.0,46,40,13.42,light snow
488,Santander Jimenez,MX,24.2167,-98.4667,61.68,52,96,6.91,overcast clouds
489,Kupang,ID,-10.1667,123.5833,84.22,57,95,9.98,overcast clouds
490,Liwale,TZ,-9.7667,37.9333,66.92,85,34,8.84,scattered clouds
491,Adrar,MR,20.5022,-10.0711,73.63,11,21,7.0,few clouds
492,Groningen,NL,53.25,6.75,45.0,93,48,4.61,scattered clouds
493,Coari,BR,-4.085,-63.1414,72.82,98,100,2.66,overcast clouds
494,Monte Escobedo,MX,22.3,-103.5833,51.94,33,0,4.88,clear sky
495,Gizo,SB,-8.103,156.8419,82.74,79,87,17.02,overcast clouds
496,Tabou,CI,4.423,-7.3528,80.01,81,100,5.73,overcast clouds
497,Umbuzeiro,BR,-7.6956,-35.6636,67.1,97,94,1.41,overcast clouds
498,Broome,US,42.2506,-75.833,44.6,70,90,3.04,overcast clouds
499,Honiara,SB,-9.4333,159.95,83.39,79,92,3.38,overcast clouds
500,Port Blair,IN,11.6667,92.75,87.8,74,75,3.44,broken clouds
501,Gamba,GA,-2.65,10.0,75.52,92,100,4.59,overcast clouds
502,Aketi,CD,2.7388,23.7833,70.63,98,100,1.1,light rain
503,Itarema,BR,-2.9248,-39.9167,75.81,92,99,7.87,light rain
504,Chakradharpur,IN,22.7,85.6333,89.6,40,9,4.61,smoke
505,Mecca,SA,21.4267,39.8261,89.17,22,3,5.32,clear sky
506,Ulaangom,MN,49.9811,92.0667,55.42,20,99,6.69,overcast clouds
507,Primorsk,UA,46.7348,36.3443,48.58,79,99,5.66,overcast clouds
508,Bac Lieu,VN,9.285,105.7244,87.8,59,75,9.69,broken clouds
509,Andros Town,BS,24.7,-77.7667,77.0,88,75,11.5,broken clouds
510,Kavieng,PG,-2.5744,150.7967,84.72,70,96,9.13,overcast clouds
511,Talara,PE,-4.5772,-81.2719,69.42,84,97,7.16,overcast clouds
512,Saint Anthony,US,45.0205,-93.218,41.0,70,40,9.22,scattered clouds
513,Arlit,NE,18.7369,7.3853,80.83,7,77,5.12,broken clouds
514,Mezhdurechensk,RU,53.6942,88.0603,28.87,70,100,14.29,overcast clouds
515,Kaka,TM,37.3482,59.6143,79.25,21,96,1.16,overcast clouds
516,Griffith,US,41.5284,-87.4237,48.99,65,40,5.75,scattered clouds
517,Lola,GN,7.8,-8.5333,70.3,95,96,3.53,overcast clouds
518,Yaan,NG,7.3833,8.5667,75.97,77,97,7.61,overcast clouds
519,Novobiryusinskiy,RU,56.9578,97.7076,34.09,96,100,15.21,snow
520,Kloulklubed,PW,7.0419,134.2556,75.2,94,90,6.91,overcast clouds
521,Daphne,US,30.6035,-87.9036,62.6,77,1,10.56,clear sky
522,Paamiut,GL,61.994,-49.6678,29.89,91,100,20.69,light snow
523,Oskarshamn,SE,57.2645,16.4484,36.0,91,11,5.99,few clouds
524,Irtyshskiy,RU,58.3333,68.1333,24.39,40,76,9.48,broken clouds
525,Igarka,RU,67.4667,86.5833,8.56,79,10,14.0,clear sky
526,Ukiah,US,39.1502,-123.2078,66.2,30,1,4.23,clear sky
527,Liberal,US,37.0431,-100.921,39.2,56,1,4.61,clear sky
528,Chernyy Yar,RU,48.0624,46.1091,57.9,65,84,6.26,light rain
529,Abu Dhabi,AE,24.4667,54.3667,78.8,47,1,3.44,clear sky
530,Cabedelo,BR,-6.9811,-34.8339,71.6,100,20,3.44,few clouds
531,Port Hedland,AU,-20.3167,118.5667,87.8,25,0,12.66,clear sky
532,Port Pirie,AU,-33.1833,138.0167,73.4,33,75,3.44,broken clouds
533,Omsukchan,RU,62.5333,155.8,31.17,91,24,7.54,few clouds
534,Balad,IQ,34.0164,44.1453,83.5,25,52,10.96,broken clouds
535,Poum,NC,-20.2333,164.0167,78.51,77,100,8.08,overcast clouds
536,Codo,BR,-4.4553,-43.8856,72.12,99,100,2.55,moderate rain
537,Changli,CN,39.7042,119.1506,80.01,16,5,12.57,clear sky
538,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,73.0,96,49,2.64,scattered clouds
539,Sambava,MG,-14.2667,50.1667,77.86,85,90,15.48,light rain
540,Leshukonskoye,RU,64.8989,45.7622,34.56,53,89,4.79,overcast clouds
541,Tual,ID,-5.6667,132.75,80.92,70,100,1.86,overcast clouds
542,Esil,KZ,51.9556,66.4042,32.68,33,21,18.21,few clouds
543,Nuevo Progreso,MX,23.1667,-97.95,64.99,55,62,4.0,broken clouds
544,Menongue,AO,-14.6585,17.691,55.31,74,13,4.81,few clouds
545,Nuevitas,CU,21.5453,-77.2644,77.0,83,100,5.75,light rain
546,Kilkis,GR,40.9919,22.8708,54.0,96,96,1.23,overcast clouds
547,Taunggyi,MM,20.7833,97.0333,82.24,28,1,8.01,clear sky
548,Savannah Bight,HN,16.45,-85.85,82.0,96,100,1.01,overcast clouds
549,Goma,CD,-1.6792,29.2228,63.64,88,70,3.06,broken clouds
550,Kalmunai,LK,7.4167,81.8167,86.27,64,87,6.76,overcast clouds
551,Novooleksiyivka,UA,46.2269,34.6428,48.63,85,100,5.84,overcast clouds
552,Mnogovershinnyy,RU,53.9353,139.9242,29.7,98,100,11.32,snow
553,Hernani,ES,43.2662,-1.9762,43.0,93,0,2.3,clear sky
554,Lalitpur,NP,27.6667,85.3333,71.6,46,20,3.44,few clouds
555,Huarmey,PE,-10.0681,-78.1522,68.11,86,89,6.08,overcast clouds
556,Paka,MY,4.6374,103.4368,87.8,74,40,8.05,scattered clouds
557,Nirgua,VE,10.1553,-68.5663,66.9,91,100,3.78,overcast clouds
558,Buchanan,LR,5.8808,-10.0467,77.0,94,40,4.34,light rain
559,Rock Sound,BS,24.9,-76.2,77.13,88,81,15.1,broken clouds
560,Nykoping,SE,58.753,17.0079,41.0,56,0,5.75,clear sky
561,Miri,MY,4.4148,114.0089,87.8,58,40,8.05,scattered clouds
562,Rio Grande,BR,-32.035,-52.0986,66.6,69,0,11.32,clear sky
563,Manaure,CO,11.7751,-72.4445,79.68,72,97,15.43,overcast clouds
564,Barro,BR,-6.7167,-38.8667,70.88,91,97,2.53,moderate rain
565,Kafue,ZM,-15.7691,28.1814,58.96,88,53,5.59,broken clouds
566,Kailua,US,21.4022,-157.7394,78.8,69,20,9.22,few clouds
567,Salinopolis,BR,-0.6136,-47.3561,77.29,86,100,4.43,overcast clouds
568,Bose,IT,45.4612,8.0137,45.0,79,80,4.59,broken clouds
569,Salinas,US,36.6777,-121.6555,53.6,82,1,6.91,clear sky
570,Jian,CN,27.1172,114.9793,64.35,81,98,1.59,overcast clouds
571,Divo,CI,5.8397,-5.36,72.93,97,100,2.53,overcast clouds
572,Carnot,CF,4.9409,15.8665,71.87,86,100,3.87,overcast clouds
573,Muzhi,RU,65.3667,64.6667,18.1,75,99,8.55,overcast clouds
574,Fairbanks,US,64.8378,-147.7164,55.4,30,1,3.49,clear sky
575,Xochistlahuaca,MX,16.7833,-98.25,70.79,58,0,3.44,clear sky
576,Dawlatabad,AF,36.4141,64.9053,72.05,30,0,6.17,clear sky
577,Mandal,IN,25.45,74.5667,97.54,11,99,14.83,overcast clouds
578,Mamallapuram,IN,12.6264,80.1722,89.6,66,20,5.75,few clouds
579,Callaway,US,30.153,-85.5699,66.2,82,75,8.05,broken clouds
580,Sault Sainte Marie,CA,46.5168,-84.3333,42.8,42,1,3.96,clear sky
581,Manokwari,ID,-0.8667,134.0833,82.8,71,81,5.66,moderate rain
582,Pundaguitan,PH,6.3711,126.1689,85.53,65,97,9.86,overcast clouds
583,Dubai,AE,25.2582,55.3047,75.2,33,0,5.75,clear sky
584,Skjervoy,NO,70.0311,20.9714,41.0,42,0,11.5,clear sky
585,Strezhevoy,RU,60.7333,77.5889,8.6,56,0,11.18,clear sky
586,Axim,GH,4.8699,-2.2405,77.34,85,100,3.85,overcast clouds
587,Kalanguy,RU,51.0167,116.5167,38.8,11,10,8.03,clear sky
588,Prabumulih,ID,-3.45,104.25,89.73,59,60,0.54,broken clouds
589,Zyryanka,RU,65.75,150.85,32.65,85,38,6.62,scattered clouds
590,Jinotega,NI,13.0917,-86.0018,66.0,92,83,1.95,broken clouds
591,Kamina,CD,-8.7386,24.9906,59.92,91,59,4.65,broken clouds
592,Warwick,US,41.7001,-71.4162,48.0,70,21,2.35,few clouds
593,Batagay,RU,67.6333,134.6333,23.47,71,100,3.22,overcast clouds
594,Bantry,IE,51.6833,-9.45,44.6,100,75,9.22,moderate rain
595,Burla,IN,21.5,83.8667,89.6,48,40,2.3,haze
596,Nueva Helvecia,UY,-34.3,-57.2333,62.01,91,74,9.53,broken clouds
597,Wajima,JP,37.4,136.9,59.0,44,20,23.02,few clouds
598,Marzuq,YE,14.4,46.4667,75.18,38,100,2.44,overcast clouds
599,Sturgeon Falls,CA,46.3646,-79.9326,39.2,87,1,5.75,clear sky
600,Great Bend,US,38.3645,-98.7648,44.01,75,1,9.22,clear sky
601,Gorontalo,ID,0.5412,123.0595,78.91,88,98,0.98,overcast clouds
602,Lovozero,RU,68.005,35.0117,35.13,92,87,4.99,overcast clouds
603,Grootfontein,NA,-19.5667,18.1167,54.18,59,14,5.12,few clouds
604,Praia,CV,14.9215,-23.5087,68.0,83,20,12.66,few clouds
605,Hvide Sande,DK,56.0045,8.1294,43.0,75,75,8.05,broken clouds
606,Rassvet,RU,46.8333,40.75,49.14,93,100,3.2,overcast clouds
607,Kirensk,RU,57.7853,108.1119,36.7,58,7,10.65,clear sky
608,Orotukan,RU,62.2667,151.7,32.72,90,28,2.8,scattered clouds
609,Tura,IN,25.5198,90.2201,85.08,46,0,7.83,clear sky
610,Dingle,PH,10.9995,122.6711,87.22,52,100,11.61,light rain
611,Pangnirtung,CA,66.1451,-65.7125,4.14,81,63,7.65,broken clouds
612,Bhairab Bazar,BD,24.0667,90.9667,89.6,62,40,6.91,haze
613,Camabatela,AO,-8.1881,15.375,61.48,97,98,3.76,light rain
614,Bayan,CN,46.0833,127.4,68.02,19,0,14.58,clear sky
615,Manta,EC,-0.95,-80.7333,77.0,83,75,2.3,broken clouds
616,Lakes Entrance,AU,-37.8811,147.981,72.0,47,0,5.77,clear sky
617,Werda,BW,-25.2667,23.2833,59.32,49,13,5.68,few clouds
618,Paragould,US,36.0584,-90.4973,48.2,93,1,4.61,clear sky
619,Westport,US,41.1415,-73.3579,50.0,76,75,5.03,broken clouds
620,Anloga,GH,5.7947,0.8973,73.4,94,20,5.75,few clouds
621,Kasongo-Lunda,CD,-6.4667,16.8167,70.07,97,100,1.52,light rain
622,Oytal,KZ,42.9057,73.2697,66.27,36,87,4.79,overcast clouds
623,Manggar,ID,-2.8833,108.2667,86.32,61,92,9.55,overcast clouds
624,Gardez,AF,33.5974,69.2259,55.83,19,94,3.87,overcast clouds
625,Gao,ML,16.6362,1.637,81.46,15,10,12.8,clear sky
626,Itoman,JP,26.1247,127.6694,75.2,49,40,14.97,scattered clouds
627,Semey,KZ,50.4111,80.2275,33.8,60,75,15.66,broken clouds
628,Aloleng,PH,16.1307,119.7824,83.37,66,85,13.58,overcast clouds
629,Poltsamaa,EE,58.6525,25.9706,43.0,65,5,4.61,clear sky
630,Balkanabat,TM,39.5108,54.3671,73.54,27,100,6.06,overcast clouds
631,Agadez,NE,19.75,10.25,77.31,8,86,0.63,overcast clouds
632,Waipawa,NZ,-41.4122,175.5153,62.6,72,40,16.11,scattered clouds
633,Vyshneve,UA,50.3891,30.3705,46.99,100,49,4.54,scattered clouds
634,Marawi,PH,7.9986,124.2928,88.0,64,100,8.99,overcast clouds
635,Nicoya,CR,10.1483,-85.452,75.2,94,75,3.44,broken clouds
636,Kuandian,CN,40.7286,124.7847,65.28,37,38,12.88,scattered clouds
637,Maan,PH,5.9339,124.7356,89.6,55,40,5.75,scattered clouds
638,Santa Fe,AR,-31.6333,-60.7,69.01,83,0,4.0,clear sky
639,Salani,IN,29.957,79.7127,76.39,18,8,4.83,clear sky
640,Vilhena,BR,-12.7406,-60.1458,67.78,96,100,1.45,overcast clouds
641,Chimbote,PE,-9.0853,-78.5783,66.87,86,94,6.15,overcast clouds
642,Tagusao,PH,9.1924,117.8141,84.52,71,100,14.45,overcast clouds
643,Marsh Harbour,BS,26.5412,-77.0636,76.95,82,67,14.5,broken clouds
644,Wanning,CN,18.8003,110.3967,81.27,76,61,10.45,broken clouds
645,Barranca,PE,-10.75,-77.7667,66.6,86,79,5.99,broken clouds
646,Nouakchott,MR,18.0858,-15.9785,68.0,77,11,13.8,few clouds
647,Santana Do Livramento,BR,-30.8908,-55.5328,57.47,93,82,7.34,broken clouds
648,Imbituba,BR,-28.24,-48.6703,69.8,88,75,8.05,light rain
649,Berlevag,NO,70.8578,29.0864,38.34,72,85,14.83,overcast clouds
650,Trofors,NO,65.5333,13.4063,32.0,80,0,4.61,clear sky
651,Vysokogornyy,RU,50.1167,139.15,34.83,87,100,10.33,snow
652,Tessalit,ML,20.1986,1.0114,74.98,14,0,9.69,clear sky
653,Akdepe,TM,42.0551,59.3788,69.8,35,0,11.5,clear sky
654,Fredericton,CA,45.9454,-66.6656,36.0,100,90,5.75,overcast clouds
655,San Miguel,SV,13.4833,-88.1833,79.02,78,96,0.38,overcast clouds
656,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.21,99,100,1.92,overcast clouds
657,Asyut,EG,27.181,31.1837,78.8,34,0,10.36,clear sky
658,Lloydminster,CA,53.2835,-110.0016,32.0,64,90,4.61,overcast clouds
659,Oxford,GB,51.7522,-1.256,35.6,80,4,2.3,clear sky
660,Spokane,US,47.6166,-117.3677,51.8,54,90,21.85,overcast clouds
661,Tacna,PE,-18.0056,-70.2483,66.2,72,90,4.61,overcast clouds
662,Altus,US,34.6381,-99.334,51.8,50,1,5.75,clear sky
663,Puerto Colombia,CO,10.9878,-74.9547,78.8,94,20,2.3,few clouds
664,Tsumeb,NA,-19.2333,17.7167,59.2,50,13,11.25,few clouds
665,Behat,IN,30.1667,77.6167,94.73,12,2,10.76,clear sky
666,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,72,90,12.66,overcast clouds
667,Belaya Gora,RU,68.5333,146.4167,23.5,72,81,5.35,broken clouds
668,Waddan,LY,29.1614,16.139,58.57,74,32,10.92,scattered clouds
669,Vangaindrano,MG,-23.35,47.6,68.05,70,79,3.38,broken clouds
670,Acajutla,SV,13.5928,-89.8275,72.0,94,95,4.61,overcast clouds
671,Riyadh,SA,24.6877,46.7219,80.6,26,0,3.44,clear sky
672,Pisco,PE,-13.7,-76.2167,66.2,82,0,3.44,clear sky
673,Wairoa,NZ,-39.0333,177.3667,64.99,58,84,4.0,broken clouds
674,Andenes,NO,69.3143,16.1194,44.6,61,0,17.27,clear sky
675,Vryburg,ZA,-26.9566,24.7284,55.22,60,0,3.62,clear sky
676,Dekar,BW,-21.5333,21.9333,55.94,56,0,7.02,clear sky
677,Porteirinha,BR,-15.7433,-43.0283,68.49,69,62,4.12,broken clouds
678,Dudinka,RU,69.4058,86.1778,2.35,90,50,11.39,scattered clouds
679,Kikwit,CD,-5.041,18.8162,71.37,92,100,1.43,overcast clouds
680,Chekmagush,RU,55.1319,54.6556,35.47,40,86,17.36,overcast clouds
681,Eganville,CA,45.5334,-77.0994,44.6,93,75,3.09,broken clouds
682,Ciudad Bolivar,VE,8.1222,-63.5497,78.42,66,90,12.93,overcast clouds
683,Mae Hong Son,TH,19.3003,97.9685,91.4,52,40,5.75,scattered clouds
684,Shingu,JP,33.7333,135.9833,62.6,45,0,18.41,clear sky
685,Camalu,MX,30.85,-116.0667,70.0,14,0,5.99,clear sky
686,Yeppoon,AU,-23.1333,150.7333,82.4,44,40,9.22,scattered clouds
687,Pochutla,MX,15.7432,-96.4661,77.0,82,3,1.01,clear sky
688,Ranong,TH,9.9658,98.6348,78.8,94,40,2.3,scattered clouds
689,Inhambane,MZ,-23.865,35.3833,62.6,94,20,1.86,mist
690,Mount Gambier,AU,-37.8333,140.7667,62.6,67,90,13.8,overcast clouds
691,Tafalla,ES,42.5269,-1.6745,39.2,86,12,2.3,few clouds
692,Aleksandrov Gay,RU,50.147,48.5704,56.35,70,100,5.97,overcast clouds
