City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
548,Savannah Bight,HN,82.0,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
549,Goma,CD,63.64,broken clouds,-1.6792,29.2228,Hotel la Versailles Goma
554,Lalitpur,NP,71.6,few clouds,27.6667,85.3333,Hotel Goodwill
555,Huarmey,PE,68.11,overcast clouds,-10.0681,-78.1522,Hotel Miramar
557,Nirgua,VE,66.9,overcast clouds,10.1553,-68.5663,Posada Turistica Iracuy
558,Buchanan,LR,77.0,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
559,Rock Sound,BS,77.13,broken clouds,24.9,-76.2,Rock Sound Club
562,Rio Grande,BR,66.6,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
563,Manaure,CO,79.68,overcast clouds,11.7751,-72.4445,Hotel Palaaima
565,Kafue,ZM,58.96,broken clouds,-15.7691,28.1814,Purview Lodges Ltd
566,Kailua,US,78.8,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
567,Salinopolis,BR,77.29,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
569,Salinas,US,53.6,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
570,Jian,CN,64.35,overcast clouds,27.1172,114.9793,Luling International Hotel
571,Divo,CI,72.93,overcast clouds,5.8397,-5.36,Hôtel IROKO
574,Fairbanks,US,55.4,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
575,Xochistlahuaca,MX,70.79,clear sky,16.7833,-98.25,La frontera
576,Dawlatabad,AF,72.05,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
579,Callaway,US,66.2,broken clouds,30.153000000000002,-85.5699,Holiday Inn Express & Suites Panama City-Tyndall
581,Manokwari,ID,82.8,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
583,Dubai,AE,75.2,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
586,Axim,GH,77.34,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
590,Jinotega,NI,66.0,broken clouds,13.0917,-86.0018,Camping Piedra Grande
591,Kamina,CD,59.92,broken clouds,-8.7386,24.9906,Guest House Florvia
596,Nueva Helvecia,UY,62.01,broken clouds,-34.3,-57.2333,La Posada de Ofelia
597,Wajima,JP,59.0,few clouds,37.4,136.9,Wajiima Onsen Yashio
601,Gorontalo,ID,78.91,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
604,Praia,CV,68.0,few clouds,14.9215,-23.5087,LT Aparthotel
613,Camabatela,AO,61.48,light rain,-8.1881,15.375,Pensão E Restaurantes
614,Bayan,CN,68.02,clear sky,46.0833,127.4,Wanhao Inn
615,Manta,EC,77.0,broken clouds,-0.95,-80.7333,Balandra Hotel
616,Lakes Entrance,AU,72.0,clear sky,-37.8811,147.981,The Esplanade Resort & Spa
619,Westport,US,50.0,broken clouds,41.1415,-73.3579,The Westport Inn
620,Anloga,GH,73.4,few clouds,5.7947,0.8973,Pin Drop Hotel
622,Oytal,KZ,66.27,overcast clouds,42.9057,73.2697,Sanatorium Ak-Niet
624,Gardez,AF,55.83,overcast clouds,33.5974,69.2259,زرمت سهاک سیاحتی شرکت TRAVEL AGANCY
626,Itoman,JP,75.2,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
628,Aloleng,PH,83.37,overcast clouds,16.1307,119.7824,Agno Umbrella Rocks
630,Balkanabat,TM,73.54,overcast clouds,39.5108,54.3671,Nebitchi Hotel
632,Waipawa,NZ,62.6,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
635,Nicoya,CR,75.2,broken clouds,10.1483,-85.45200000000001,Guayacan Real
636,Kuandian,CN,65.28,scattered clouds,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
638,Santa Fe,AR,69.01,clear sky,-31.6333,-60.7,Conquistador Hotel
639,Salani,IN,76.39,clear sky,29.956999999999997,79.7127,Forest Guest House
640,Vilhena,BR,67.78,overcast clouds,-12.7406,-60.1458,Hotel Mirage
641,Chimbote,PE,66.87,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
642,Tagusao,PH,84.52,overcast clouds,9.1924,117.8141,Toledo
643,Marsh Harbour,BS,76.95,broken clouds,26.5412,-77.0636,Abaco Beach Resort
644,Wanning,CN,81.27,broken clouds,18.8003,110.3967,Paradise Hotel
645,Barranca,PE,66.6,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
646,Nouakchott,MR,68.0,few clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
647,Santana Do Livramento,BR,57.47,broken clouds,-30.8908,-55.5328,Hotel Emirates
648,Imbituba,BR,69.8,light rain,-28.24,-48.6703,Praia Hotel Imbituba
653,Akdepe,TM,69.8,clear sky,42.0551,59.3788,Мой дом
655,San Miguel,SV,79.02,overcast clouds,13.4833,-88.1833,Hotel Tropico Inn San Miguel
656,Santa Isabel Do Rio Negro,BR,72.21,overcast clouds,-0.4139,-65.0192,Hotel GSA
657,Asyut,EG,78.8,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
660,Spokane,US,51.8,overcast clouds,47.6166,-117.3677,Madison Inn by Riversage
661,Tacna,PE,66.2,overcast clouds,-18.0056,-70.2483,Hotel Colón Inn
662,Altus,US,51.8,clear sky,34.6381,-99.334,Holiday Inn Express & Suites Altus
663,Puerto Colombia,CO,78.8,few clouds,10.9878,-74.9547,Hotel El Emigrante
666,Puerto Del Rosario,ES,64.4,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
668,Waddan,LY,58.57,scattered clouds,29.1614,16.139,محل الشريف محمد العايب
669,Vangaindrano,MG,68.05,broken clouds,-23.35,47.6,Hotel Fanilo
670,Acajutla,SV,72.0,overcast clouds,13.5928,-89.8275,asi es
671,Riyadh,SA,80.6,clear sky,24.6877,46.7219,InterContinental Riyadh
672,Pisco,PE,66.2,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
673,Wairoa,NZ,64.99,broken clouds,-39.0333,177.3667,Riverside Motor Camp
675,Vryburg,ZA,55.22,clear sky,-26.9566,24.7284,Times Premier Lodge
677,Porteirinha,BR,68.49,broken clouds,-15.7433,-43.0283,Portal Palace Hotel
679,Kikwit,CD,71.37,overcast clouds,-5.041,18.8162,Guest L'Amour
682,Ciudad Bolivar,VE,78.42,overcast clouds,8.1222,-63.5497,Hotel Edi
684,Shingu,JP,62.6,clear sky,33.7333,135.9833,Shingu UI Hotel
685,Camalu,MX,70.0,clear sky,30.85,-116.0667,La Cueva del Pirata
686,Yeppoon,AU,82.4,scattered clouds,-23.1333,150.7333,Villa Mar Colina
687,Pochutla,MX,77.0,clear sky,15.7432,-96.4661,Hotel Posada San Jose
688,Ranong,TH,78.8,scattered clouds,9.9658,98.6348,Tinidee Hotel@Ranong
689,Inhambane,MZ,62.6,mist,-23.865,35.3833,Oceano
690,Mount Gambier,AU,62.6,overcast clouds,-37.8333,140.7667,Commodore on the Park
692,Aleksandrov Gay,RU,56.35,overcast clouds,50.147,48.5704,Gostinitsa I.p. Yes'kov A.v
